temp,windspeed,rain,HomeTeam,AwayTeam,HTHG,HTAG,HS,AS,HST,AST,HC,HY,AY,HR,AR,League Year,ExpectedBetHomeWin,ExpectedBetDraw,ExpectedBetAwayWin,FinalResult,Goal_Difference,Home_Attack,Home_Midfield,Home_Defence,Home_Overall,Away_Attack,Away_Midfield,Away_Defence,Away_Overall
43.1,20.4,0,Norwich,Man City,0.0,1.0,8.0,22.0,3.0,9.0,4.0,0.0,2.0,0.0,0.0,2021,16.5,7.8125,1.1524999999999999,0,0.0,75,73,73,73,84,87,86,85
47.4,19.5,1,Burnley,Liverpool,0.0,1.0,8.0,12.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,2021,10.5625,5.375,1.28,0,0.0,77,75,76,76,86,84,85,85
47.4,19.5,1,Newcastle,Aston Villa,1.0,0.0,10.0,11.0,2.0,1.0,3.0,3.0,4.0,0.0,0.0,2021,2.6950000000000003,3.4,2.5425,2,1.0,78,77,77,77,79,78,79,78
47.4,19.5,1,Tottenham,Wolves,0.0,2.0,17.0,11.0,7.0,7.0,7.0,3.0,1.0,0.0,0.0,2021,1.655,3.6625,5.5625,0,0.0,83,81,78,81,78,80,78,78
47.4,19.5,1,Leicester,West Ham,1.0,1.0,13.0,8.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,2021,2.7874999999999996,3.55,2.3649999999999998,1,0.0,80,80,78,80,80,78,78,79
45.4,19.2,1,Man United,Brighton,0.0,0.0,19.0,10.0,7.0,3.0,10.0,3.0,1.0,0.0,1.0,2021,1.7225000000000001,3.7375,4.825,2,0.0,82,83,81,83,75,73,77,76
43.3,23.7,1,West Ham,Newcastle,1.0,1.0,11.0,14.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2021,1.685,3.875,5.0,1,0.0,80,78,78,79,78,77,77,77
43.3,23.7,1,Arsenal,Brentford,0.0,0.0,24.0,6.0,8.0,2.0,14.0,1.0,1.0,0.0,0.0,2021,1.435,4.307499999999999,7.625,2,0.0,77,80,77,80,74,75,74,74
43.3,23.7,1,Aston Villa,Watford,0.0,0.0,20.0,8.0,1.0,4.0,10.0,1.0,2.0,0.0,0.0,2021,1.625,3.7750000000000004,5.5,0,0.0,79,78,79,78,74,75,74,74
43.3,23.7,1,Brighton,Burnley,0.0,2.0,11.0,10.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,2021,1.6449999999999998,3.6,5.7625,0,0.0,75,73,77,76,77,75,76,76
43.3,23.7,1,Crystal Palace,Chelsea,0.0,0.0,7.0,9.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,2021,5.5,3.7625,1.6325,0,0.0,77,76,75,76,84,85,83,84
43.3,23.7,1,Liverpool,Norwich,0.0,0.0,29.0,6.0,8.0,1.0,9.0,0.0,1.0,0.0,0.0,2021,1.1,9.25,23.75,2,0.0,86,84,85,85,75,73,73,73
43.3,23.7,1,Southampton,Everton,0.0,0.0,19.0,9.0,11.0,0.0,4.0,0.0,2.0,0.0,0.0,2021,2.0625,3.4,3.575,2,0.0,75,76,76,76,78,78,77,78
43.3,23.7,1,Man City,Tottenham,1.0,1.0,21.0,6.0,4.0,5.0,10.0,0.0,3.0,0.0,0.0,2021,1.2650000000000001,5.6875,11.125,0,0.0,84,87,86,85,83,81,78,81
50.8,28.9,1,Leeds,Man United,0.0,2.0,16.0,15.0,6.0,9.0,3.0,6.0,3.0,0.0,0.0,2021,3.9,3.7625,1.855,0,0.0,77,77,75,76,82,83,81,83
50.8,28.9,1,Wolves,Leicester,1.0,1.0,11.0,17.0,3.0,7.0,7.0,4.0,4.0,0.0,0.0,2021,2.25,3.2125000000000004,3.3125,2,0.0,78,80,78,78,80,80,78,80
45.3,16.4,0,Burnley,Tottenham,0.0,0.0,15.0,12.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2021,4.5875,3.65,1.7625,2,0.0,77,75,76,76,83,81,78,81
45.3,16.4,0,Watford,Crystal Palace,1.0,2.0,8.0,7.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,2021,3.1750000000000003,3.1875,2.3200000000000003,0,0.0,74,75,74,74,77,76,75,76
45.3,16.4,0,Liverpool,Leeds,3.0,0.0,23.0,3.0,15.0,2.0,4.0,0.0,3.0,0.0,0.0,2021,1.15,8.3125,14.875,2,3.0,86,84,85,85,77,77,75,76
44.3,23.4,1,Arsenal,Wolves,0.0,1.0,26.0,6.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,2021,1.6300000000000001,3.6875,5.7625,2,0.0,77,80,77,80,78,80,78,78
43.9,18.9,0,Southampton,Norwich,1.0,0.0,27.0,8.0,9.0,1.0,13.0,1.0,2.0,0.0,0.0,2021,1.5250000000000001,4.3149999999999995,6.0625,2,1.0,75,76,76,76,75,73,73,73
43.0,15.8,1,Leeds,Tottenham,0.0,3.0,19.0,15.0,3.0,11.0,3.0,4.0,2.0,0.0,0.0,2021,4.0,3.7625,1.8575000000000002,0,0.0,77,77,75,76,83,81,78,81
43.0,15.8,1,Brentford,Newcastle,0.0,2.0,6.0,26.0,1.0,11.0,6.0,3.0,1.0,1.0,0.0,2021,2.475,3.125,2.975,0,0.0,74,75,74,74,78,77,77,77
43.0,15.8,1,Crystal Palace,Burnley,1.0,0.0,11.0,5.0,4.0,1.0,5.0,0.0,2.0,0.0,0.0,2021,1.915,3.3875,4.1499999999999995,1,1.0,77,76,75,76,77,75,76,76
43.0,15.8,1,Man United,Watford,0.0,0.0,22.0,10.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2021,1.315,5.25,9.3125,1,0.0,82,83,81,83,74,75,74,74
43.0,15.8,1,Brighton,Aston Villa,0.0,1.0,12.0,9.0,1.0,4.0,7.0,4.0,5.0,0.0,0.0,2021,2.2125000000000004,3.2249999999999996,3.375,0,0.0,75,73,77,76,79,78,79,78
43.0,15.8,1,Everton,Man City,0.0,0.0,6.0,13.0,2.0,8.0,3.0,3.0,2.0,0.0,0.0,2021,10.625,5.7625,1.265,0,0.0,78,78,77,78,84,87,86,85
44.3,12.8,0,West Ham,Wolves,0.0,0.0,13.0,14.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,2021,2.05,3.1825,3.8499999999999996,2,0.0,80,78,78,79,78,80,78,78
47.4,11.3,1,Burnley,Leicester,0.0,0.0,9.0,22.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,2021,2.8699999999999997,3.35,2.4625,0,0.0,77,75,76,76,80,80,78,80
43.6,15.5,1,Leicester,Leeds,0.0,0.0,7.0,19.0,4.0,4.0,5.0,1.0,2.0,0.0,0.0,2021,1.7750000000000001,3.975,4.199999999999999,2,0.0,80,80,78,80,77,77,75,76
43.6,15.5,1,Aston Villa,Southampton,2.0,0.0,14.0,11.0,9.0,1.0,4.0,1.0,1.0,0.0,0.0,2021,2.3,3.425,2.9875,2,2.0,79,78,79,78,75,76,76,76
43.6,15.5,1,Burnley,Chelsea,0.0,0.0,6.0,11.0,1.0,5.0,5.0,2.0,0.0,0.0,0.0,2021,7.25,4.1075,1.4725,0,0.0,77,75,76,76,84,85,83,84
43.6,15.5,1,Newcastle,Brighton,2.0,0.0,10.0,15.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,2021,2.6799999999999997,3.1625,2.6675,2,2.0,78,77,77,77,75,73,77,76
43.6,15.5,1,Norwich,Brentford,0.0,1.0,15.0,10.0,7.0,6.0,5.0,2.0,5.0,0.0,0.0,2021,2.8899999999999997,3.075,2.5374999999999996,0,0.0,75,73,73,73,74,75,74,74
43.6,15.5,1,Wolves,Crystal Palace,0.0,2.0,12.0,12.0,5.0,8.0,7.0,0.0,3.0,0.0,0.0,2021,2.3,3.075,3.325,0,0.0,78,80,78,78,77,76,75,76
43.6,15.5,1,Liverpool,West Ham,1.0,0.0,22.0,13.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0,2021,1.2775,5.6875,9.75,2,1.0,86,84,85,85,80,78,78,79
42.3,14.7,0,Watford,Arsenal,1.0,2.0,13.0,16.0,7.0,4.0,1.0,1.0,2.0,0.0,0.0,2021,6.0,3.9000000000000004,1.5675000000000001,0,0.0,74,75,74,74,77,80,77,80
42.3,14.7,0,Man City,Man United,2.0,1.0,24.0,5.0,10.0,2.0,9.0,0.0,1.0,0.0,0.0,2021,1.3775000000000002,4.7625,8.0,2,1.0,84,87,86,85,82,83,81,83
41.6,15.8,1,Tottenham,Everton,3.0,0.0,14.0,6.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,2021,1.5875000000000001,3.9,5.625,2,3.0,83,81,78,81,78,78,77,78
54.1,12.3,0,Norwich,Chelsea,0.0,2.0,9.0,15.0,3.0,7.0,3.0,0.0,2.0,0.0,0.0,2021,11.5,5.1875,1.2775,0,0.0,75,73,73,73,84,85,83,84
54.1,12.3,0,Southampton,Newcastle,1.0,1.0,14.0,8.0,5.0,4.0,12.0,1.0,1.0,0.0,0.0,2021,1.9825000000000002,3.6375,3.575,0,0.0,75,76,76,76,78,77,77,77
54.1,12.3,0,Wolves,Watford,2.0,0.0,10.0,9.0,5.0,0.0,5.0,2.0,2.0,0.0,0.0,2021,1.795,3.425,4.6625,2,2.0,78,80,78,78,74,75,74,74
54.1,12.3,0,Leeds,Aston Villa,0.0,1.0,4.0,15.0,1.0,9.0,3.0,5.0,3.0,0.0,0.0,2021,2.6950000000000003,3.525,2.475,0,0.0,77,77,75,76,79,78,79,78
50.4,17.7,1,Brighton,Liverpool,0.0,1.0,8.0,18.0,3.0,9.0,7.0,3.0,1.0,0.0,0.0,2021,6.0625,4.3825,1.5074999999999998,0,0.0,75,73,77,76,86,84,85,85
50.4,17.7,1,Brentford,Burnley,0.0,0.0,13.0,7.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,2021,2.1750000000000003,3.1125000000000003,3.6,2,0.0,74,75,74,74,77,75,76,76
50.4,17.7,1,Man United,Tottenham,2.0,1.0,10.0,10.0,6.0,3.0,4.0,2.0,1.0,0.0,0.0,2021,2.1375,3.475,3.2375,2,1.0,82,83,81,83,83,81,78,81
49.6,13.9,1,Chelsea,Newcastle,0.0,0.0,8.0,7.0,3.0,2.0,7.0,4.0,3.0,0.0,0.0,2021,1.305,5.125,10.375,2,0.0,84,85,83,84,78,77,77,77
49.6,13.9,1,Everton,Wolves,0.0,0.0,8.0,14.0,2.0,3.0,5.0,2.0,1.0,1.0,0.0,2021,2.275,3.1750000000000003,3.2874999999999996,0,0.0,78,78,77,78,78,80,78,78
49.6,13.9,1,Leeds,Norwich,1.0,0.0,13.0,12.0,7.0,4.0,6.0,3.0,1.0,0.0,0.0,2021,1.555,4.2075,5.5625,2,1.0,77,77,75,76,75,73,73,73
49.6,13.9,1,Southampton,Watford,1.0,2.0,13.0,9.0,7.0,5.0,11.0,3.0,2.0,0.0,0.0,2021,1.585,4.025,5.5625,0,0.0,75,76,76,76,74,75,74,74
49.6,13.9,1,West Ham,Aston Villa,0.0,0.0,11.0,13.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,2021,2.275,3.2625,3.1750000000000003,2,0.0,80,78,78,79,79,78,79,78
49.6,13.9,1,Arsenal,Leicester,1.0,0.0,21.0,6.0,8.0,3.0,2.0,0.0,3.0,0.0,0.0,2021,1.4975,4.4075,6.0,2,1.0,77,80,77,80,80,80,78,80
47.4,11.0,1,Crystal Palace,Man City,0.0,0.0,7.0,18.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,2021,10.0,5.1875,1.3075,1,0.0,77,76,75,76,84,87,86,85
49.7,13.5,1,Brighton,Tottenham,0.0,1.0,15.0,17.0,0.0,7.0,6.0,2.0,2.0,0.0,0.0,2021,3.2375,3.2625,2.2625,0,0.0,75,73,77,76,83,81,78,81
49.7,13.5,1,Arsenal,Liverpool,0.0,0.0,9.0,9.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2021,3.6375,3.85,1.895,0,0.0,77,80,77,80,86,84,85,85
47.4,14.7,1,Everton,Newcastle,0.0,0.0,9.0,17.0,3.0,6.0,5.0,2.0,1.0,1.0,0.0,2021,2.3249999999999997,3.325,3.0749999999999997,2,0.0,78,78,77,78,78,77,77,77
50.2,13.5,0,Wolves,Leeds,2.0,0.0,14.0,15.0,8.0,6.0,2.0,1.0,4.0,1.0,0.0,2021,2.1,3.45,3.4749999999999996,0,2.0,78,80,78,78,77,77,75,76
50.6,19.4,0,Aston Villa,Arsenal,0.0,1.0,8.0,10.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,2021,2.9250000000000003,3.4000000000000004,2.37,0,0.0,79,78,79,78,77,80,77,80
47.0,12.2,0,Leicester,Brentford,2.0,0.0,12.0,15.0,4.0,6.0,2.0,1.0,2.0,0.0,0.0,2021,2.1374999999999997,3.375,3.375,2,2.0,80,80,78,80,74,75,74,74
47.0,12.2,0,Tottenham,West Ham,2.0,1.0,17.0,6.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,2021,1.7175,3.8499999999999996,4.574999999999999,2,1.0,83,81,78,81,80,78,78,79
40.7,12.8,0,Liverpool,Watford,1.0,0.0,20.0,5.0,3.0,2.0,9.0,1.0,1.0,0.0,0.0,2021,1.12,9.125,22.25,2,1.0,86,84,85,85,74,75,74,74
40.7,12.8,0,Brighton,Norwich,0.0,0.0,31.0,6.0,4.0,0.0,11.0,1.0,1.0,0.0,0.0,2021,1.4775,4.0,7.3125,1,0.0,75,73,77,76,75,73,73,73
40.7,12.8,0,Burnley,Man City,0.0,2.0,3.0,18.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,2021,14.5,6.1375,1.2125,0,0.0,77,75,76,76,84,87,86,85
40.7,12.8,0,Chelsea,Brentford,0.0,0.0,21.0,17.0,8.0,6.0,12.0,0.0,0.0,0.0,0.0,2021,1.3325,4.8375,9.9375,0,0.0,84,85,83,84,74,75,74,74
40.7,12.8,0,Leeds,Southampton,1.0,0.0,12.0,14.0,3.0,6.0,4.0,1.0,1.0,0.0,0.0,2021,2.4,3.5625,2.75,1,1.0,77,77,75,76,75,76,76,76
40.7,12.8,0,Wolves,Aston Villa,2.0,0.0,11.0,15.0,5.0,5.0,4.0,4.0,3.0,0.0,0.0,2021,2.975,3.025,2.55,2,2.0,78,80,78,78,79,78,79,78
40.7,12.8,0,Man United,Leicester,0.0,0.0,11.0,11.0,5.0,3.0,6.0,2.0,2.0,0.0,0.0,2021,1.5025,4.4575,6.0625,1,0.0,82,83,81,83,80,80,78,80
42.1,9.8,0,West Ham,Everton,1.0,0.0,11.0,13.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,2021,1.7650000000000001,3.675,4.5,2,1.0,80,78,78,79,78,78,77,78
42.1,9.8,0,Tottenham,Newcastle,1.0,1.0,19.0,8.0,6.0,1.0,2.0,2.0,3.0,0.0,0.0,2021,1.5025,4.265,6.4375,2,0.0,83,81,78,81,78,77,77,77
49.3,16.2,1,Crystal Palace,Arsenal,2.0,0.0,6.0,12.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2021,4.025,3.3125,1.9575,2,2.0,77,76,75,76,77,80,77,80
51.8,21.2,1,Burnley,Everton,1.0,2.0,13.0,16.0,4.0,4.0,9.0,2.0,2.0,0.0,0.0,2021,2.5300000000000002,3.1374999999999997,2.9000000000000004,2,0.0,77,75,76,76,78,78,77,78
45.4,12.4,0,Newcastle,Wolves,0.0,0.0,12.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,2021,2.275,3.0575,3.425,2,0.0,78,77,77,77,78,80,78,78
46.2,13.5,0,Everton,Man United,1.0,0.0,7.0,12.0,3.0,4.0,5.0,2.0,2.0,0.0,0.0,2021,4.449999999999999,3.75,1.7825,2,1.0,78,78,77,78,82,83,81,83
46.2,13.5,0,Arsenal,Brighton,0.0,1.0,20.0,8.0,4.0,3.0,11.0,3.0,4.0,0.0,0.0,2021,1.615,3.8125,5.5625,0,0.0,77,80,77,80,75,73,77,76
46.2,13.5,0,Southampton,Chelsea,0.0,4.0,4.0,24.0,1.0,14.0,3.0,1.0,0.0,0.0,0.0,2021,3.925,3.6,1.8900000000000001,0,0.0,75,76,76,76,84,85,83,84
46.2,13.5,0,Watford,Leeds,0.0,1.0,8.0,10.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,2021,2.65,3.45,2.5374999999999996,0,0.0,74,75,74,74,77,77,75,76
46.2,13.5,0,Aston Villa,Tottenham,0.0,1.0,9.0,11.0,8.0,5.0,9.0,2.0,3.0,0.0,0.0,2021,3.125,3.4250000000000003,2.225,0,0.0,79,78,79,78,83,81,78,81
48.2,9.9,0,Brentford,West Ham,0.0,0.0,15.0,5.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,2021,2.655,3.2125000000000004,2.66,2,0.0,74,75,74,74,80,78,78,79
48.2,9.9,0,Leicester,Crystal Palace,2.0,0.0,12.0,11.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2021,2.3625,3.3375,2.9125,2,2.0,80,80,78,80,77,76,75,76
48.2,9.9,0,Norwich,Burnley,1.0,0.0,17.0,18.0,6.0,4.0,6.0,1.0,1.0,0.0,0.0,2021,2.8824999999999994,3.1375,2.525,2,1.0,75,73,73,73,77,75,76,76
48.2,9.9,0,Man City,Liverpool,2.0,1.0,11.0,6.0,5.0,4.0,4.0,1.0,4.0,0.0,0.0,2021,2.0,3.65,3.475,1,1.0,84,87,86,85,86,84,85,85
56.0,10.9,0,Tottenham,Brighton,0.0,0.0,5.0,12.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,2021,1.5175,4.0825,6.375,0,0.0,83,81,78,81,75,73,77,76
56.0,10.9,0,Man United,Norwich,2.0,1.0,20.0,15.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,2021,1.2275,6.2,12.0,2,1.0,82,83,81,83,75,73,73,73
56.0,10.9,0,Southampton,Arsenal,1.0,0.0,9.0,23.0,3.0,6.0,6.0,2.0,1.0,0.0,0.0,2021,3.85,3.6,1.9125,2,1.0,75,76,76,76,77,80,77,80
56.0,10.9,0,Watford,Brentford,0.0,1.0,17.0,16.0,4.0,5.0,6.0,2.0,1.0,0.0,0.0,2021,2.7750000000000004,3.2074999999999996,2.55,0,0.0,74,75,74,74,74,75,74,74
56.6,12.0,0,Newcastle,Leicester,1.0,1.0,16.0,8.0,7.0,2.0,3.0,2.0,2.0,0.0,0.0,2021,2.2,3.325,3.2749999999999995,2,0.0,78,77,77,77,80,80,78,80
56.6,12.0,0,West Ham,Burnley,0.0,1.0,21.0,9.0,8.0,1.0,13.0,2.0,2.0,0.0,0.0,2021,1.7025000000000001,3.7249999999999996,4.95,1,0.0,80,78,78,79,77,75,76,76
55.1,9.9,0,Liverpool,Man United,2.0,0.0,14.0,2.0,5.0,1.0,10.0,1.0,2.0,0.0,0.0,2021,1.3925,5.0625,7.125,2,2.0,86,84,85,85,82,83,81,83
54.7,15.0,0,Chelsea,Arsenal,2.0,2.0,11.0,14.0,2.0,4.0,6.0,3.0,1.0,0.0,0.0,2021,1.8225,3.525,4.3575,0,0.0,84,85,83,84,77,80,77,80
54.7,15.0,0,Everton,Leicester,0.0,1.0,13.0,11.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,2021,2.275,3.3375000000000004,3.1374999999999997,1,0.0,78,78,77,78,80,80,78,80
54.7,15.0,0,Newcastle,Crystal Palace,1.0,0.0,13.0,10.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,2021,2.275,3.2325,3.2,2,1.0,78,77,77,77,77,76,75,76
54.7,15.0,0,Man City,Brighton,0.0,0.0,17.0,2.0,5.0,1.0,7.0,0.0,3.0,0.0,0.0,2021,1.1775,6.625,17.0,2,0.0,84,87,86,85,75,73,77,76
55.4,15.8,0,Burnley,Southampton,2.0,0.0,16.0,11.0,6.0,3.0,10.0,2.0,2.0,0.0,0.0,2021,2.7125000000000004,3.3,2.58,2,2.0,77,75,76,76,75,76,76,76
55.9,19.7,0,Arsenal,Man United,2.0,1.0,14.0,14.0,7.0,5.0,1.0,3.0,4.0,0.0,0.0,2021,2.0625,3.55,3.475,2,1.0,77,80,77,80,82,83,81,83
55.9,19.7,0,Leicester,Aston Villa,0.0,0.0,5.0,11.0,2.0,3.0,7.0,3.0,2.0,0.0,0.0,2021,2.75,3.3375,2.5125,1,0.0,80,80,78,80,79,78,79,78
55.9,19.7,0,Man City,Watford,3.0,1.0,21.0,5.0,8.0,2.0,11.0,1.0,0.0,0.0,0.0,2021,1.1025,9.4375,24.5,2,2.0,84,87,86,85,74,75,74,74
55.9,19.7,0,Norwich,Newcastle,0.0,2.0,5.0,13.0,2.0,7.0,2.0,0.0,2.0,0.0,0.0,2021,3.525,3.25,2.125,0,0.0,75,73,73,73,78,77,77,77
55.9,19.7,0,Brentford,Tottenham,0.0,0.0,15.0,9.0,2.0,0.0,12.0,2.0,1.0,0.0,0.0,2021,4.2325,3.5,1.85,1,0.0,74,75,74,74,83,81,78,81
55.8,13.5,0,Brighton,Southampton,2.0,1.0,8.0,18.0,5.0,5.0,6.0,1.0,0.0,0.0,0.0,2021,2.1375,3.2750000000000004,3.525,1,1.0,75,73,77,76,75,76,76,76
55.8,13.5,0,Burnley,Wolves,0.0,0.0,14.0,10.0,5.0,4.0,3.0,3.0,1.0,0.0,0.0,2021,2.65,3.025,2.83,2,0.0,77,75,76,76,78,80,78,78
55.8,13.5,0,Chelsea,West Ham,0.0,0.0,26.0,6.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,2021,1.5125000000000002,4.1825,6.25,2,0.0,84,85,83,84,80,78,78,79
55.8,13.5,0,Liverpool,Everton,0.0,0.0,18.0,9.0,4.0,1.0,13.0,2.0,5.0,0.0,0.0,2021,1.185,6.9375,14.75,2,0.0,86,84,85,85,78,78,77,78
50.7,9.9,1,Crystal Palace,Leeds,0.0,0.0,17.0,9.0,7.0,2.0,6.0,2.0,2.0,0.0,0.0,2021,2.025,3.5,3.525,1,0.0,77,76,75,76,77,77,75,76
51.0,9.3,0,Man United,Chelsea,0.0,0.0,6.0,21.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,2021,3.15,3.5125,2.1875,1,0.0,82,83,81,83,84,85,83,84
53.1,7.8,0,Newcastle,Liverpool,0.0,1.0,4.0,24.0,2.0,10.0,0.0,1.0,3.0,0.0,0.0,2021,8.0,4.775,1.3825,0,0.0,78,77,77,77,86,84,85,85
53.1,7.8,0,Aston Villa,Norwich,1.0,0.0,21.0,9.0,6.0,3.0,2.0,4.0,1.0,0.0,0.0,2021,1.3875,4.6125,8.375,2,1.0,79,78,79,78,75,73,73,73
53.1,7.8,0,Southampton,Crystal Palace,1.0,0.0,8.0,14.0,3.0,5.0,6.0,1.0,3.0,0.0,0.0,2021,2.3499999999999996,3.2874999999999996,3.025,0,1.0,75,76,76,76,77,76,75,76
53.1,7.8,0,Watford,Burnley,1.0,0.0,13.0,17.0,1.0,6.0,5.0,1.0,2.0,0.0,0.0,2021,2.625,3.2074999999999996,2.7249999999999996,0,1.0,74,75,74,74,77,75,76,76
53.1,7.8,0,Wolves,Brighton,0.0,1.0,11.0,17.0,1.0,9.0,7.0,2.0,1.0,0.0,0.0,2021,2.7,3.025,2.7874999999999996,0,0.0,78,80,78,78,75,73,77,76
53.1,7.8,0,Leeds,Man City,0.0,1.0,7.0,19.0,2.0,6.0,3.0,1.0,2.0,0.0,0.0,2021,9.5,5.6875,1.2875,0,0.0,77,77,75,76,84,87,86,85
54.3,8.8,0,Everton,Chelsea,0.0,0.0,9.0,17.0,4.0,5.0,3.0,3.0,5.0,0.0,0.0,2021,4.7875,3.625,1.7425,2,0.0,78,78,77,78,84,85,83,84
54.3,8.8,0,Tottenham,Leicester,1.0,0.0,13.0,6.0,7.0,2.0,7.0,2.0,3.0,0.0,0.0,2021,1.435,4.637499999999999,6.75,2,1.0,83,81,78,81,80,80,78,80
54.3,8.8,0,West Ham,Arsenal,1.0,1.0,8.0,13.0,3.0,7.0,3.0,2.0,2.0,0.0,0.0,2021,4.415,3.7125,1.7750000000000001,0,0.0,80,78,78,79,77,80,77,80
55.1,4.7,0,Man United,Brentford,1.0,0.0,9.0,12.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,2021,1.7249999999999999,3.8125,4.525,2,1.0,82,83,81,83,74,75,74,74
59.3,9.9,1,Brentford,Southampton,2.0,0.0,18.0,19.0,5.0,4.0,4.0,0.0,1.0,0.0,0.0,2021,2.125,3.45,3.3125,2,2.0,74,75,74,74,75,76,76,76
59.3,9.9,1,Burnley,Aston Villa,0.0,2.0,14.0,12.0,6.0,7.0,4.0,1.0,2.0,0.0,0.0,2021,2.9250000000000003,3.2749999999999995,2.4125,0,0.0,77,75,76,76,79,78,79,78
59.3,9.9,1,Chelsea,Wolves,0.0,0.0,19.0,14.0,6.0,4.0,9.0,1.0,3.0,0.0,0.0,2021,1.3375000000000001,4.7875,9.6875,1,0.0,84,85,83,84,78,80,78,78
59.3,9.9,1,Crystal Palace,Watford,1.0,0.0,15.0,6.0,7.0,1.0,8.0,2.0,1.0,0.0,1.0,2021,1.6575000000000002,3.8125,5.1875,2,1.0,77,76,75,76,74,75,74,74
59.3,9.9,1,Brighton,Man United,1.0,0.0,17.0,15.0,6.0,5.0,7.0,0.0,2.0,0.0,0.0,2021,2.775,3.3625,2.4875,2,1.0,75,73,77,76,82,83,81,83
59.3,9.9,1,Liverpool,Tottenham,0.0,0.0,22.0,8.0,3.0,3.0,11.0,3.0,2.0,0.0,0.0,2021,1.42,4.75,6.8125,1,0.0,86,84,85,85,83,81,78,81
56.9,9.6,0,Arsenal,Leeds,2.0,0.0,19.0,3.0,9.0,2.0,8.0,2.0,2.0,0.0,1.0,2021,1.4375,4.65,6.6875,2,2.0,77,80,77,80,77,77,75,76
56.9,9.6,0,Leicester,Everton,1.0,2.0,16.0,10.0,9.0,4.0,6.0,3.0,0.0,0.0,0.0,2021,2.5250000000000004,3.3,2.7625,0,0.0,80,80,78,80,78,78,77,78
56.9,9.6,0,Norwich,West Ham,0.0,3.0,8.0,13.0,2.0,5.0,9.0,1.0,1.0,0.0,0.0,2021,4.4,3.725,1.7625,0,0.0,75,73,73,73,80,78,78,79
56.9,9.6,0,Man City,Newcastle,2.0,0.0,21.0,7.0,9.0,3.0,8.0,1.0,3.0,0.0,0.0,2021,1.1549999999999998,7.375,17.125,2,2.0,84,87,86,85,78,77,77,77
62.0,15.9,0,Aston Villa,Liverpool,1.0,1.0,9.0,17.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2021,7.5,4.7125,1.415,0,0.0,79,78,79,78,86,84,85,85
56.7,17.1,1,Leeds,Chelsea,0.0,1.0,5.0,17.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,2021,4.825,4.0249999999999995,1.6475,0,0.0,77,77,75,76,84,85,83,84
56.7,17.1,1,Leicester,Norwich,0.0,0.0,20.0,9.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,2021,1.4300000000000002,4.6125,7.0625,2,0.0,80,80,78,80,75,73,73,73
56.7,17.1,1,Watford,Everton,0.0,0.0,6.0,16.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,2021,4.125,3.575,1.8475000000000001,1,0.0,74,75,74,74,78,78,77,78
56.7,17.1,1,Wolves,Man City,1.0,3.0,7.0,16.0,3.0,5.0,6.0,0.0,1.0,0.0,0.0,2021,12.25,5.75,1.2449999999999999,0,0.0,78,80,78,78,84,87,86,85
56.1,16.3,0,Tottenham,Arsenal,2.0,0.0,16.0,8.0,6.0,4.0,2.0,1.0,3.0,0.0,1.0,2021,2.0625,3.5625,3.4250000000000003,2,2.0,83,81,78,81,77,80,77,80
